ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_494,0,Участник мероприятия,Мехатроника; ,Электромонтёр по ремонту аппаратуры релейной защиты и автоматики,,01.2021,ОАО РЖД дистанция гражданских сооружений ,,09.07.11931993-07-09,,Высшее;Высшее,,,,1.2430748061182548,0.17543552583690908,0,29.02409210634057,,
ФИО_398,0,Участник мероприятия,Строительный контроль; ,слесарь,,,"""ООО """"НПО """" Центротех""""",,1997-08-07,,Высшее,,,Химическая технология материалов современной энергетики,19.326673014829172,0.078414522654909,0,28.09474293232101,,
ФИО_477,0,Участник мероприятия,Сварочные технологии; ,Фрезеровщик,,2007-02-01,АО  Ведущий Научно-Исследовательский Промышленный Институт промышленной технологии,нет в предлагаемом списке,02.02.1975,2019-03-04,,,,,39.27071291712559,0.1891401692526205,0,28.536343823891,1.6554907473309166,2.315803675064078
ФИО_526,0,Участник мероприятия,Инженер-конструктор; ,Инженер 1 категории,Инженер,2014-02-03,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,17.10.1991,25.08.2009,Высшее,,,,0.0,0.054515485753429314,0,31.666584197794688,,
ФИО_96,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Ведущий инженер,,06.2013,"""АО """"ОКБМ Африкантов""""""",Инженер-конструктор,1988-09-06,1992-09-29,,,,,0.4798253254104168,,0,,,
ФИО_515,0,Участник мероприятия,Сварочные технологии; ,Разработчик,,"11,2009","Федеральное государственное унитарное предприятие ""Горно-химический комбинат""",,1996-05-03,,,,2020,Инженерная защита окружающей среды,18.225913006420793,0.11390596331063035,0,34.39722730123463,,
ФИО_163,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Ведущий инженер-проектировщик,,,"""АО """"Чепецкий механический завод""""""",,2002-08-12,,,,,,0.0,0.20640133465859226,0,23.251574731366247,1.0,1.6297774225561368
ФИО_345,1,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Специалист по охране труда 1 категории,Специалист (рабочие специальности),02.2000,Филиал АО ''Концерн Росэнергоатом'' ''Кольская атомная станция'',,1987-04-30,2011-10-06,,,,,17.417345265039067,0.16396792426097695,0,34.13636642200156,,
ФИО_191,1,Участник мероприятия,Водитель спецавтомобиля; ,Дозиметрист,Инженер,июл.01,"""АО """"ЕВРАЗ ОБЪЕДИНЁННЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ Комбинат"""" """,,,2021,,,,,47.84279851238668,0.07420749024659307,0,48.31836001055691,,
ФИО_710,0,Участник мероприятия,Сметное дело; ,Старший разработчик,,2006-11-27,"""ПАО """"Приаргунское производственное горно-химическое объединение""""""",,1989-04-12,2020,,,,,33.65274388133069,0.13071080457179404,0,44.44551288507826,,
ФИО_546,1,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер,,июл.19,Атомстройэкспорт,,1984-11-07,2017-02-21,,,,,38.51245124934577,,0,,,
ФИО_87,1,Участник мероприятия,Водитель спецавтомобиля; ,инженер,,,"филиал АО ""Концерн Росэнергоатом"" ""Калининская АЭС""",Программист,2000-08-11,,,,,,25.258698797272153,,0,,,
