ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_531,0,Участник мероприятия,Управление качеством; ,студент,,09.1988,"Акционерное общество ""Машиностроительный завод""",,1998-07-09,"12,2007",,ИрГУПС,2007,,0.0,,0,,,
ФИО_35,0,Участник мероприятия,Охрана окружающей среды; ,Водитель,,,АО «Гринатом»,,,,,,,,0.0,,0,,,
ФИО_169,0,Участник мероприятия,Аддитивные технологии; ,,,01.03.2021,БИТИ НИЯУ МИФИ,,,2008-03-10,,,,,37.90125335932375,0.10253409706131755,0,37.44875833326006,,
ФИО_248,0,Участник мероприятия,Информационная безопасность; ,ведущий специалист,,июн.15,"""ФГУП """"Всероссийский научно-исследовательский институт автоматики им. Н.Л. Духова""""""",,1992-06-13,,,,,,0.20020941638990308,,0,,,
ФИО_404,1,Участник мероприятия,Информационная безопасность; ,Студент,Специалист (рабочие специальности),2020-06-16,Управление проектной продукции по качеству г Нижний Новгород АО Атомэнергопроект ,Программист,1999-12-24,2020-10-05,среднее профессиональное,ФГАОУ ВО «Южно-Уральский государственный университет (национальный исследовательский университет)»,1992,Эксплуатация железных дорог,31.825067955481366,0.13470861363508668,0,21.116248594920492,,
ФИО_547,1,Участник мероприятия,Инженерное проектирование; ,Ведущий инженер управления с роительного контроля группы технического надзора,Инженер,2016-10-10,"АО ""Цифровые платформы и решения Умного города""",,23.05.1994,2017-06-01,Среднее-специальное,,2016,Электроника и автоматика физических установок,0.0,0.0,0,47.8377471976634,,
ФИО_328,0,Участник мероприятия,Электромонтаж; ,Слесарь-ремонтник 5 разряда,Инженер,01032002,Казанский (Приволжский) федеральный университет,,2004-03-28,2022-07-26,,,,,0.0,,0,,,
ФИО_239,1,Участник мероприятия,Технологические системы энергетических объектов; ,Инженер по неразрушающему контролю 1 категории,Инженер,сен.14,ОБПОУ Курский монтажный техникум,,1986-09-22,2008-11-20,,,,,29.59862257367302,0.1459576782695544,0,40.06413705571387,,
ФИО_616,0,Участник мероприятия,Инженерное мышление. Каракури; ,слесарь по КИПиА,,2019-09-02,Артем Александрович Бондаренко,,1984-10-31,2018-10-16,,,,,0.0,,0,40.81621855358049,,
ФИО_195,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер,,07.12.2016,"""АО """"Сибирский химический комбинат""""""",,2001-04-11,2021-12-01,,,,,12.134446963921075,0.0,0,32.42593980365072,1.199886243095293,2.436800056813131
ФИО_483,0,Участник мероприятия,Геодезия; ,Ведущий инженер,Специалист (рабочие специальности),мар.17,"ФГУП ""ПО ""Маяк"", радиохимический завод",Вывод из эксплуатации объектов использования атомной энергии,1969-11-28,2022-04-11,,,,,37.69729244405307,0.0778787929201626,0,29.16547171348434,,
ФИО_311,1,Участник мероприятия,Геодезия; ,ведущий инженер по ООС (эколог),,1999-09-01,"""АО """"Сибирский химический комбинат""""""",,02.07.1984,,,,2006,,12.364196955696771,0.18123213931405635,0,31.88826102976825,,
ФИО_473,0,Участник мероприятия,Сварочные технологии; ,Мастер-лаборант,,июл.08,"ООО ""Газпромнефть-ЦР""",,,,среднее профессиональное,Сердобское профессиональное училище N20,2009,,39.20333299528481,0.30319539318958083,0,22.907228480985268,,
ФИО_482,0,Участник мероприятия,Неразрушающий контроль; ,оператор станков с ПУ,,10.03.2022,Акционерное общество «Русатом Автоматизированные системы управления»,,,,,,,,23.74249516378142,,0,34.59707959882071,,
ФИО_287,0,Участник мероприятия,Управление качеством; ,Инженер-проектировщик 2 категории,,июн.01,"Акционерное общество ""Сибирский химический комбинат""",,,2007-02-01,,,,,0.0,,0,,,
ФИО_606,0,Участник мероприятия,Управление жизненным циклом; ,старший лаборант,,04.2020,"""АО """"Сибирский химический комбинат""""""",,2003-09-30,2006-08-01,,,,,0.0,,0,,,
